8 578 1 1 0
8 578 2 2 1
8 578 2 3 2
578 8 1 1 3
8 461 1 1 4
8 461 2 2 5
8 461 2 3 6
461 8 1 1 7
8 1103 3 1 8
8 1103 11 2 9
8 1103 14 3 10
1103 8 1 1 11
8 364 1 1 12
8 364 2 2 13
8 364 2 3 14
364 8 1 1 15
8 470 1 1 16
8 470 2 2 17
8 470 2 3 18
470 8 1 1 19
8 554 1 1 20
8 554 2 2 21
8 554 2 3 22
554 8 1 1 23
8 482 1 1 24
8 482 2 2 25
8 482 2 3 26
482 8 1 1 27
8 801 1 1 28
8 801 2 2 29
8 801 2 3 30
801 8 1 1 31
8 917 8 1 32
8 917 33 2 33
8 917 41 3 34
917 8 4 1 35
8 599 1 1 36
8 599 2 2 37
8 599 2 3 38
599 8 1 1 39
8 149 3 1 40
8 149 12 2 41
8 149 14 3 42
149 8 1 1 43
8 96 7 1 44
8 96 26 2 45
8 96 33 3 46
96 8 3 1 47
8 1939 8 1 48
8 1939 30 2 49
8 1939 38 3 50
1939 8 4 1 51
8 3251 1 1 52
8 3251 2 2 53
8 3251 2 3 54
3251 8 1 1 55
8 2589 1 1 56
8 2589 2 2 57
8 2589 2 3 58
2589 8 1 1 59
8 420 4 1 60
8 420 14 2 61
8 420 18 3 62
420 8 1 1 63
8 346 1 1 64
8 346 2 2 65
8 346 2 3 66
346 8 1 1 67
8 3193 1 1 68
8 3193 2 2 69
8 3193 2 3 70
3193 8 1 1 71
8 409 1 1 72
8 409 2 2 73
8 409 2 3 74
409 8 1 1 75
8 1070 3 1 76
8 1070 12 2 77
8 1070 15 3 78
1070 8 1 1 79
8 2598 1 1 80
8 2598 2 2 81
8 2598 2 3 82
2598 8 1 1 83
8 2606 1 1 84
8 2606 2 2 85
8 2606 2 3 86
2606 8 1 1 87
8 377 1 1 88
8 377 2 2 89
8 377 2 3 90
377 8 1 1 91
8 5004 1 1 92
8 5004 2 2 93
8 5004 2 3 94
5004 8 1 1 95
8 611 1 1 96
8 611 2 2 97
8 611 2 3 98
611 8 1 1 99
8 1719 1 1 100
8 1719 2 2 101
8 1719 2 3 102
1719 8 1 1 103
8 161 7 1 104
8 161 28 2 105
8 161 34 3 106
161 8 3 1 107
8 2444 1 1 108
8 2444 2 2 109
8 2444 2 3 110
2444 8 1 1 111
8 2379 1 1 112
8 2379 2 2 113
8 2379 2 3 114
2379 8 1 1 115
8 1981 1 1 116
8 1981 2 2 117
8 1981 2 3 118
1981 8 1 1 119
8 2189 1 1 120
8 2189 2 2 121
8 2189 2 3 122
2189 8 1 1 123
8 1990 1 1 124
8 1990 2 2 125
8 1990 2 3 126
1990 8 1 1 127
8 4770 1 1 128
8 4770 2 2 129
8 4770 2 3 130
4770 8 1 1 131
8 2184 1 1 132
8 2184 2 2 133
8 2184 2 3 134
2184 8 1 1 135
8 1991 1 1 136
8 1991 2 2 137
8 1991 2 3 138
1991 8 1 1 139
8 280 10 1 140
8 280 39 2 141
8 280 49 3 142
280 8 5 1 143
8 1996 1 1 144
8 1996 2 2 145
8 1996 2 3 146
1996 8 1 1 147
8 2018 1 1 148
8 2018 2 2 149
8 2018 2 3 150
2018 8 1 1 151
8 2178 1 1 152
8 2178 2 2 153
8 2178 2 3 154
2178 8 1 1 155
8 1979 1 1 156
8 1979 2 2 157
8 1979 2 3 158
1979 8 1 1 159
8 2395 1 1 160
8 2395 2 2 161
8 2395 2 3 162
2395 8 1 1 163
8 2023 1 1 164
8 2023 2 2 165
8 2023 2 3 166
2023 8 1 1 167
8 1130 1 1 168
8 1130 2 2 169
8 1130 2 3 170
1130 8 1 1 171
8 4921 1 1 172
8 4921 2 2 173
8 4921 2 3 174
4921 8 1 1 175
8 1978 1 1 176
8 1978 2 2 177
8 1978 2 3 178
1978 8 1 1 179
8 4771 1 1 180
8 4771 2 2 181
8 4771 2 3 182
4771 8 1 1 183
8 2042 1 1 184
8 2042 2 2 185
8 2042 2 3 186
2042 8 1 1 187
8 2179 1 1 188
8 2179 2 2 189
8 2179 2 3 190
2179 8 1 1 191
8 2190 1 1 192
8 2190 2 2 193
8 2190 2 3 194
2190 8 1 1 195
8 2485 1 1 196
8 2485 2 2 197
8 2485 2 3 198
2485 8 1 1 199
8 1980 1 1 200
8 1980 2 2 201
8 1980 2 3 202
1980 8 1 1 203
8 2498 1 1 204
8 2498 2 2 205
8 2498 2 3 206
2498 8 1 1 207
8 2020 1 1 208
8 2020 2 2 209
8 2020 2 3 210
2020 8 1 1 211
8 4920 1 1 212
8 4920 2 2 213
8 4920 2 3 214
4920 8 1 1 215
8 2011 1 1 216
8 2011 2 2 217
8 2011 2 3 218
2011 8 1 1 219
8 1989 1 1 220
8 1989 2 2 221
8 1989 2 3 222
1989 8 1 1 223
8 2044 1 1 224
8 2044 2 2 225
8 2044 2 3 226
2044 8 1 1 227
8 2472 1 1 228
8 2472 2 2 229
8 2472 2 3 230
2472 8 1 1 231
8 2187 1 1 232
8 2187 2 2 233
8 2187 2 3 234
2187 8 1 1 235
8 668 2 1 236
8 668 9 2 237
8 668 11 3 238
668 8 1 1 239
8 396 7 1 240
8 396 28 2 241
8 396 34 3 242
396 8 3 1 243
8 451 1 1 244
8 451 2 2 245
8 451 2 3 246
451 8 1 1 247
8 2584 1 1 248
8 2584 2 2 249
8 2584 2 3 250
2584 8 1 1 251
8 4775 1 1 252
8 4775 2 2 253
8 4775 2 3 254
4775 8 1 1 255
8 4776 1 1 256
8 4776 2 2 257
8 4776 2 3 258
4776 8 1 1 259
8 4777 1 1 260
8 4777 2 2 261
8 4777 2 3 262
4777 8 1 1 263
8 4778 1 1 264
8 4778 2 2 265
8 4778 2 3 266
4778 8 1 1 267
8 4789 1 1 268
8 4789 2 2 269
8 4789 2 3 270
4789 8 1 1 271
8 1475 1 1 272
8 1475 2 2 273
8 1475 2 3 274
1475 8 1 1 275
8 4780 1 1 276
8 4780 2 2 277
8 4780 2 3 278
4780 8 1 1 279
8 4126 1 1 280
8 4126 2 2 281
8 4126 2 3 282
4126 8 1 1 283
8 2915 3 1 284
8 2915 11 2 285
8 2915 13 3 286
2915 8 1 1 287
8 3326 1 1 288
8 3326 2 2 289
8 3326 2 3 290
3326 8 1 1 291
8 4781 1 1 292
8 4781 2 2 293
8 4781 2 3 294
4781 8 1 1 295
8 2919 1 1 296
8 2919 2 2 297
8 2919 2 3 298
2919 8 1 1 299
8 4783 1 1 300
8 4783 2 2 301
8 4783 2 3 302
4783 8 1 1 303
8 4785 1 1 304
8 4785 2 2 305
8 4785 2 3 306
4785 8 1 1 307
8 4786 1 1 308
8 4786 2 2 309
8 4786 2 3 310
4786 8 1 1 311
8 4075 1 1 312
8 4075 2 2 313
8 4075 2 3 314
4075 8 1 1 315
8 2585 1 1 316
8 2585 2 2 317
8 2585 2 3 318
2585 8 1 1 319
8 2028 1 1 320
8 2028 2 2 321
8 2028 2 3 322
2028 8 1 1 323
8 2046 1 1 324
8 2046 2 2 325
8 2046 2 3 326
2046 8 1 1 327
8 128 7 1 328
8 128 28 2 329
8 128 34 3 330
128 8 3 1 331
8 2024 1 1 332
8 2024 2 2 333
8 2024 2 3 334
2024 8 1 1 335
8 2166 1 1 336
8 2166 2 2 337
8 2166 2 3 338
2166 8 1 1 339
8 2167 1 1 340
8 2167 2 2 341
8 2167 2 3 342
2167 8 1 1 343
8 2150 1 1 344
8 2150 2 2 345
8 2150 2 3 346
2150 8 1 1 347
8 2149 1 1 348
8 2149 2 2 349
8 2149 2 3 350
2149 8 1 1 351
8 1968 1 1 352
8 1968 2 2 353
8 1968 2 3 354
1968 8 1 1 355
8 2470 1 1 356
8 2470 2 2 357
8 2470 2 3 358
2470 8 1 1 359
8 4993 1 1 360
8 4993 2 2 361
8 4993 2 3 362
4993 8 1 1 363
8 224 1 1 364
8 224 2 2 365
8 224 2 3 366
224 8 1 1 367
8 2026 1 1 368
8 2026 2 2 369
8 2026 2 3 370
2026 8 1 1 371
8 1965 1 1 372
8 1965 2 2 373
8 1965 2 3 374
1965 8 1 1 375
8 2152 1 1 376
8 2152 2 2 377
8 2152 2 3 378
2152 8 1 1 379
8 2153 1 1 380
8 2153 2 2 381
8 2153 2 3 382
2153 8 1 1 383
8 2161 1 1 384
8 2161 2 2 385
8 2161 2 3 386
2161 8 1 1 387
8 2192 1 1 388
8 2192 2 2 389
8 2192 2 3 390
2192 8 1 1 391
8 2025 1 1 392
8 2025 2 2 393
8 2025 2 3 394
2025 8 1 1 395
8 4884 1 1 396
8 4884 2 2 397
8 4884 2 3 398
4884 8 1 1 399
8 4813 1 1 400
8 4813 2 2 401
8 4813 2 3 402
4813 8 1 1 403
8 4817 1 1 404
8 4817 2 2 405
8 4817 2 3 406
4817 8 1 1 407
8 4819 1 1 408
8 4819 2 2 409
8 4819 2 3 410
4819 8 1 1 411
8 4825 1 1 412
8 4825 2 2 413
8 4825 2 3 414
4825 8 1 1 415
8 4879 1 1 416
8 4879 2 2 417
8 4879 2 3 418
4879 8 1 1 419
8 4826 1 1 420
8 4826 2 2 421
8 4826 2 3 422
4826 8 1 1 423
8 4835 1 1 424
8 4835 2 2 425
8 4835 2 3 426
4835 8 1 1 427
8 1084 4 1 428
8 1084 15 2 429
8 1084 19 3 430
1084 8 1 1 431
8 697 1 1 432
8 697 2 2 433
8 697 2 3 434
697 8 1 1 435
8 553 1 1 436
8 553 2 2 437
8 553 2 3 438
553 8 1 1 439
8 794 1 1 440
8 794 2 2 441
8 794 2 3 442
794 8 1 1 443
8 3536 1 1 444
8 3536 2 2 445
8 3536 2 3 446
3536 8 1 1 447
8 718 4 1 448
8 718 15 2 449
8 718 19 3 450
718 8 1 1 451
8 528 1 1 452
8 528 2 2 453
8 528 2 3 454
528 8 1 1 455
8 980 1 1 456
8 980 2 2 457
8 980 2 3 458
980 8 1 1 459
8 637 4 1 460
8 637 18 2 461
8 637 22 3 462
637 8 2 1 463
8 894 1 1 464
8 894 2 2 465
8 894 2 3 466
894 8 1 1 467
8 2277 6 1 468
8 2277 25 2 469
8 2277 32 3 470
2277 8 3 1 471
8 4085 1 1 472
8 4085 2 2 473
8 4085 2 3 474
4085 8 1 1 475
8 1697 1 1 476
8 1697 2 2 477
8 1697 2 3 478
1697 8 1 1 479
8 1061 4 1 480
8 1061 14 2 481
8 1061 18 3 482
1061 8 1 1 483
8 889 1 1 484
8 889 2 2 485
8 889 2 3 486
889 8 1 1 487
8 843 5 1 488
8 843 21 2 489
8 843 26 3 490
843 8 2 1 491
8 1591 1 1 492
8 1591 2 2 493
8 1591 2 3 494
1591 8 1 1 495
8 1054 3 1 496
8 1054 11 2 497
8 1054 14 3 498
1054 8 1 1 499
8 1450 1 1 500
8 1450 2 2 501
8 1450 2 3 502
1450 8 1 1 503
8 605 1 1 504
8 605 2 2 505
8 605 2 3 506
605 8 1 1 507
8 1072 8 1 508
8 1072 33 2 509
8 1072 42 3 510
1072 8 4 1 511
8 924 1 1 512
8 924 2 2 513
8 924 2 3 514
924 8 1 1 515
8 720 1 1 516
8 720 2 2 517
8 720 2 3 518
720 8 1 1 519
8 31 4 1 520
8 31 16 2 521
8 31 20 3 522
31 8 2 1 523
8 307 3 1 524
8 307 11 2 525
8 307 14 3 526
307 8 1 1 527
8 316 1 1 528
8 316 2 2 529
8 316 2 3 530
316 8 1 1 531
8 111 1 1 532
8 111 2 2 533
8 111 2 3 534
111 8 1 1 535
8 1016 1 1 536
8 1016 2 2 537
8 1016 2 3 538
1016 8 1 1 539
8 558 3 1 540
8 558 11 2 541
8 558 14 3 542
558 8 1 1 543
8 355 5 1 544
8 355 20 2 545
8 355 25 3 546
355 8 2 1 547
8 1102 1 1 548
8 1102 2 2 549
8 1102 2 3 550
1102 8 1 1 551
8 529 1 1 552
8 529 2 2 553
8 529 2 3 554
529 8 1 1 555
8 1346 1 1 556
8 1346 2 2 557
8 1346 2 3 558
1346 8 1 1 559
8 1349 1 1 560
8 1349 2 2 561
8 1349 2 3 562
1349 8 1 1 563
8 91 24 1 564
8 91 98 2 565
8 91 122 3 566
91 8 12 1 567
8 245 6 1 568
8 245 23 2 569
8 245 28 3 570
245 8 3 1 571
8 472 1 1 572
8 472 2 2 573
8 472 2 3 574
472 8 1 1 575
8 1021 4 1 576
8 1021 14 2 577
8 1021 18 3 578
1021 8 1 1 579
8 401 1 1 580
8 401 2 2 581
8 401 2 3 582
401 8 1 1 583
8 1681 1 1 584
8 1681 2 2 585
8 1681 2 3 586
1681 8 1 1 587
8 1446 2 1 588
8 1446 9 2 589
8 1446 11 3 590
1446 8 1 1 591
8 590 4 1 592
8 590 18 2 593
8 590 22 3 594
590 8 2 1 595
8 500 1 1 596
8 500 2 2 597
8 500 2 3 598
500 8 1 1 599
8 1604 1 1 600
8 1604 2 2 601
8 1604 2 3 602
1604 8 1 1 603
8 175 6 1 604
8 175 24 2 605
8 175 30 3 606
175 8 3 1 607
8 347 1 1 608
8 347 2 2 609
8 347 2 3 610
347 8 1 1 611
8 145 5 1 612
8 145 21 2 613
8 145 26 3 614
145 8 2 1 615
8 275 4 1 616
8 275 14 2 617
8 275 18 3 618
275 8 1 1 619
8 1242 3 1 620
8 1242 11 2 621
8 1242 14 3 622
1242 8 1 1 623
8 774 1 1 624
8 774 2 2 625
8 774 2 3 626
774 8 1 1 627
8 457 1 1 628
8 457 2 2 629
8 457 2 3 630
457 8 1 1 631
8 984 1 1 632
8 984 2 2 633
8 984 2 3 634
984 8 1 1 635
8 4080 1 1 636
8 4080 2 2 637
8 4080 2 3 638
4080 8 1 1 639
8 2627 1 1 640
8 2627 2 2 641
8 2627 2 3 642
2627 8 1 1 643
8 4673 1 1 644
8 4673 2 2 645
8 4673 2 3 646
4673 8 1 1 647
8 1693 3 1 648
8 1693 11 2 649
8 1693 13 3 650
1693 8 1 1 651
8 3080 3 1 652
8 3080 13 2 653
8 3080 17 3 654
3080 8 1 1 655
8 14 6 1 656
8 14 26 2 657
8 14 32 3 658
14 8 3 1 659
8 4118 1 1 660
8 4118 2 2 661
8 4118 2 3 662
4118 8 1 1 663
8 3315 1 1 664
8 3315 2 2 665
8 3315 2 3 666
3315 8 1 1 667
8 4159 1 1 668
8 4159 2 2 669
8 4159 2 3 670
4159 8 1 1 671
8 58 8 1 672
8 58 33 2 673
8 58 42 3 674
58 8 4 1 675
8 35 1 1 676
8 35 2 2 677
8 35 2 3 678
35 8 1 1 679
