7628
8 578 1 1 1
8 578 2 2 1
8 578 3 3 1
578 8 1 1 0
8 461 1 1 1
8 461 2 2 1
8 461 3 3 1
461 8 1 1 0
8 1103 1 1 1
8 1103 7 2 1
8 1103 26 3 1
1103 8 1 1 0
8 364 1 1 1
8 364 2 2 1
8 364 3 3 1
364 8 1 1 0
8 470 1 1 1
8 470 2 2 1
8 470 3 3 1
470 8 1 1 0
8 554 1 1 1
8 554 2 2 1
8 554 3 3 1
554 8 1 1 0
8 482 1 1 1
8 482 2 2 1
8 482 3 3 1
482 8 1 1 0
8 801 1 1 1
8 801 2 2 1
8 801 3 3 1
801 8 1 1 0
8 917 5 1 1
8 917 20 2 1
8 917 77 3 1
917 8 5 1 0
8 599 1 1 1
8 599 2 2 1
8 599 3 3 1
599 8 1 1 0
8 149 1 1 1
8 149 7 2 1
8 149 28 3 1
149 8 1 1 0
8 96 4 1 1
8 96 16 2 1
8 96 62 3 1
96 8 4 1 0
8 1939 5 1 1
8 1939 19 2 1
8 1939 71 3 1
1939 8 5 1 0
8 3251 1 1 1
8 3251 2 2 1
8 3251 3 3 1
3251 8 1 1 0
8 2589 1 1 1
8 2589 2 2 1
8 2589 3 3 1
2589 8 1 1 0
8 420 1 1 1
8 420 9 2 1
8 420 34 3 1
420 8 1 1 0
8 346 1 1 1
8 346 2 2 1
8 346 3 3 1
346 8 1 1 0
8 3193 1 1 1
8 3193 2 2 1
8 3193 3 3 1
3193 8 1 1 0
8 409 1 1 1
8 409 2 2 1
8 409 3 3 1
409 8 1 1 0
8 1070 1 1 1
8 1070 8 2 1
8 1070 29 3 1
1070 8 1 1 0
8 2598 1 1 1
8 2598 2 2 1
8 2598 3 3 1
2598 8 1 1 0
8 2606 1 1 1
8 2606 2 2 1
8 2606 3 3 1
2606 8 1 1 0
8 377 1 1 1
8 377 2 2 1
8 377 3 3 1
377 8 1 1 0
8 5004 1 1 1
8 5004 2 2 1
8 5004 3 3 1
5004 8 1 1 0
8 611 1 1 1
8 611 2 2 1
8 611 3 3 1
611 8 1 1 0
8 1719 1 1 1
8 1719 2 2 1
8 1719 3 3 1
1719 8 1 1 0
8 161 4 1 1
8 161 17 2 1
8 161 65 3 1
161 8 4 1 0
8 2444 1 1 1
8 2444 2 2 1
8 2444 3 3 1
2444 8 1 1 0
8 2379 1 1 1
8 2379 2 2 1
8 2379 3 3 1
2379 8 1 1 0
8 1981 1 1 1
8 1981 2 2 1
8 1981 3 3 1
1981 8 1 1 0
8 2189 1 1 1
8 2189 2 2 1
8 2189 3 3 1
2189 8 1 1 0
8 1990 1 1 1
8 1990 2 2 1
8 1990 3 3 1
1990 8 1 1 0
8 4770 1 1 1
8 4770 2 2 1
8 4770 3 3 1
4770 8 1 1 0
8 2184 1 1 1
8 2184 2 2 1
8 2184 3 3 1
2184 8 1 1 0
8 1991 1 1 1
8 1991 2 2 1
8 1991 3 3 1
1991 8 1 1 0
8 280 6 1 1
8 280 25 2 1
8 280 92 3 1
280 8 6 1 0
8 1996 1 1 1
8 1996 2 2 1
8 1996 3 3 1
1996 8 1 1 0
8 2018 1 1 1
8 2018 2 2 1
8 2018 3 3 1
2018 8 1 1 0
8 2178 1 1 1
8 2178 2 2 1
8 2178 3 3 1
2178 8 1 1 0
8 1979 1 1 1
8 1979 2 2 1
8 1979 3 3 1
1979 8 1 1 0
8 2395 1 1 1
8 2395 2 2 1
8 2395 3 3 1
2395 8 1 1 0
8 2023 1 1 1
8 2023 2 2 1
8 2023 3 3 1
2023 8 1 1 0
8 1130 1 1 1
8 1130 2 2 1
8 1130 3 3 1
1130 8 1 1 0
8 4921 1 1 1
8 4921 2 2 1
8 4921 3 3 1
4921 8 1 1 0
8 1978 1 1 1
8 1978 2 2 1
8 1978 3 3 1
1978 8 1 1 0
8 4771 1 1 1
8 4771 2 2 1
8 4771 3 3 1
4771 8 1 1 0
8 2042 1 1 1
8 2042 2 2 1
8 2042 3 3 1
2042 8 1 1 0
8 2179 1 1 1
8 2179 2 2 1
8 2179 3 3 1
2179 8 1 1 0
8 2190 1 1 1
8 2190 2 2 1
8 2190 3 3 1
2190 8 1 1 0
8 2485 1 1 1
8 2485 2 2 1
8 2485 3 3 1
2485 8 1 1 0
8 1980 1 1 1
8 1980 2 2 1
8 1980 3 3 1
1980 8 1 1 0
8 2498 1 1 1
8 2498 2 2 1
8 2498 3 3 1
2498 8 1 1 0
8 2020 1 1 1
8 2020 2 2 1
8 2020 3 3 1
2020 8 1 1 0
8 4920 1 1 1
8 4920 2 2 1
8 4920 3 3 1
4920 8 1 1 0
8 2011 1 1 1
8 2011 2 2 1
8 2011 3 3 1
2011 8 1 1 0
8 1989 1 1 1
8 1989 2 2 1
8 1989 3 3 1
1989 8 1 1 0
8 2044 1 1 1
8 2044 2 2 1
8 2044 3 3 1
2044 8 1 1 0
8 2472 1 1 1
8 2472 2 2 1
8 2472 3 3 1
2472 8 1 1 0
8 2187 1 1 1
8 2187 2 2 1
8 2187 3 3 1
2187 8 1 1 0
8 668 1 1 1
8 668 2 2 1
8 668 24 3 1
668 8 1 1 0
8 396 4 1 1
8 396 17 2 1
8 396 65 3 1
396 8 4 1 0
8 451 1 1 1
8 451 2 2 1
8 451 3 3 1
451 8 1 1 0
8 2584 1 1 1
8 2584 2 2 1
8 2584 3 3 1
2584 8 1 1 0
8 4775 1 1 1
8 4775 2 2 1
8 4775 3 3 1
4775 8 1 1 0
8 4776 1 1 1
8 4776 2 2 1
8 4776 3 3 1
4776 8 1 1 0
8 4777 1 1 1
8 4777 2 2 1
8 4777 3 3 1
4777 8 1 1 0
8 4778 1 1 1
8 4778 2 2 1
8 4778 3 3 1
4778 8 1 1 0
8 4789 1 1 1
8 4789 2 2 1
8 4789 3 3 1
4789 8 1 1 0
8 1475 1 1 1
8 1475 2 2 1
8 1475 3 3 1
1475 8 1 1 0
8 4780 1 1 1
8 4780 2 2 1
8 4780 3 3 1
4780 8 1 1 0
8 4126 1 1 1
8 4126 2 2 1
8 4126 3 3 1
4126 8 1 1 0
8 2915 1 1 1
8 2915 7 2 1
8 2915 25 3 1
2915 8 1 1 0
8 3326 1 1 1
8 3326 2 2 1
8 3326 3 3 1
3326 8 1 1 0
8 4781 1 1 1
8 4781 2 2 1
8 4781 3 3 1
4781 8 1 1 0
8 2919 1 1 1
8 2919 2 2 1
8 2919 3 3 1
2919 8 1 1 0
8 4783 1 1 1
8 4783 2 2 1
8 4783 3 3 1
4783 8 1 1 0
8 4785 1 1 1
8 4785 2 2 1
8 4785 3 3 1
4785 8 1 1 0
8 4786 1 1 1
8 4786 2 2 1
8 4786 3 3 1
4786 8 1 1 0
8 4075 1 1 1
8 4075 2 2 1
8 4075 3 3 1
4075 8 1 1 0
8 2585 1 1 1
8 2585 2 2 1
8 2585 3 3 1
2585 8 1 1 0
8 2028 1 1 1
8 2028 2 2 1
8 2028 3 3 1
2028 8 1 1 0
8 2046 1 1 1
8 2046 2 2 1
8 2046 3 3 1
2046 8 1 1 0
8 128 4 1 1
8 128 17 2 1
8 128 65 3 1
128 8 4 1 0
8 2024 1 1 1
8 2024 2 2 1
8 2024 3 3 1
2024 8 1 1 0
8 2166 1 1 1
8 2166 2 2 1
8 2166 3 3 1
2166 8 1 1 0
8 2167 1 1 1
8 2167 2 2 1
8 2167 3 3 1
2167 8 1 1 0
8 2150 1 1 1
8 2150 2 2 1
8 2150 3 3 1
2150 8 1 1 0
8 2149 1 1 1
8 2149 2 2 1
8 2149 3 3 1
2149 8 1 1 0
8 1968 1 1 1
8 1968 2 2 1
8 1968 3 3 1
1968 8 1 1 0
8 2470 1 1 1
8 2470 2 2 1
8 2470 3 3 1
2470 8 1 1 0
8 4993 1 1 1
8 4993 2 2 1
8 4993 3 3 1
4993 8 1 1 0
8 224 1 1 1
8 224 2 2 1
8 224 3 3 1
224 8 1 1 0
8 2026 1 1 1
8 2026 2 2 1
8 2026 3 3 1
2026 8 1 1 0
8 1965 1 1 1
8 1965 2 2 1
8 1965 3 3 1
1965 8 1 1 0
8 2152 1 1 1
8 2152 2 2 1
8 2152 3 3 1
2152 8 1 1 0
8 2153 1 1 1
8 2153 2 2 1
8 2153 3 3 1
2153 8 1 1 0
8 2161 1 1 1
8 2161 2 2 1
8 2161 3 3 1
2161 8 1 1 0
8 2192 1 1 1
8 2192 2 2 1
8 2192 3 3 1
2192 8 1 1 0
8 2025 1 1 1
8 2025 2 2 1
8 2025 3 3 1
2025 8 1 1 0
8 4884 1 1 1
8 4884 2 2 1
8 4884 3 3 1
4884 8 1 1 0
8 4813 1 1 1
8 4813 2 2 1
8 4813 3 3 1
4813 8 1 1 0
8 4817 1 1 1
8 4817 2 2 1
8 4817 3 3 1
4817 8 1 1 0
8 4819 1 1 1
